"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"4360" 75600167 0 1 2 3 0 -0.687 0.4798 -0.7823 -0.1869 -0.2956 -0.1357 0.0155 0.0702 -0.3971 1.0346 45 0 0 510.924 418.99 505.225 18 16.8152 -1.4212 -1.4551 -0.0871 -0.1274 -0.3006
"4361" 75600167 1 1 2 5 0 0.1097 -0.2193 0.8615 -0.2625 -0.8414 -0.1357 0.0031 0.4383 -1.2781 1.0346 50 200 50 361.348 351.864 474.319 18 16.8152 -1.4212 -1.4551 -0.0871 -0.1274 -0.3006
"4363" 75600167 1 2 2 2 0 0.052 0.7984 -0.7823 -0.5726 -1.8107 -0.6853 0.1042 -1.5361 -1.8358 0.5029 65 260 65 551.438 518.585 536.405 18 16.8152 -1.4212 -1.4551 -0.0871 -0.1274 -0.3006
"4399" 75600169 1 1 0 5 0 0.052 0.2863 0.2907 0.8909 0.6561 1.1793 0.6674 0.0801 -0.4671 1.0346 180 135 90 534.699 489.5 478.24 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4400" 75600169 0 2 2 3 0 1.8905 0.1634 -0.7823 -0.5937 -0.3819 1.1793 -0.4029 -0.9986 -0.3971 0.2169 180 135 45 522.251 543.867 514.778 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4402" 75600169 0 2 2 5 0 0.5949 -0.5192 1.5082 -0.0733 0.1731 -0.1357 0.4033 0.1468 1.314 -1.7696 270 225 90 435.231 462.353 424.896 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4405" 75600169 1 1 0 6 0 -0.0845 -1.2605 1.2327 -2.3035 -1.8598 -2.4101 -1.6779 -0.2153 -2.7106 -0.6576 405 450 90 464.532 443.36 443.534 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4406" 75600169 0 1 0 6 0 1.1422 0.6818 0.2907 0.9096 0.7199 1.1793 0.4734 1.2369 1.314 1.0346 180 180 90 441.808 539.179 447.042 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4407" 75600169 0 1 0 5 0 1.8905 -1.7041 2.4122 0.9074 0.2269 -0.4903 1.5481 0.8351 -0.3262 1.0346 270 180 180 340.647 507.829 451.792 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4408" 75600169 0 2 3 3 0 0.4637 -0.5635 0.2907 -1.234 -0.6541 -1.6618 -0.1477 -1.48 1.314 1.0346 180 180 90 407.201 412.847 400.456 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4409" 75600169 0 1 0 5 0 -0.3799 -0.9052 1.1211 -0.1208 -0.7888 -0.1357 -0.1873 0.4969 -0.2023 -0.6576 180 180 135 572.358 448.927 500.241 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4410" 75600169 0 1 0 6 0 0.5428 -0.3184 0.7703 0.8011 0.1299 -1.0527 2.5801 1.3804 -2.7106 -1.9687 180 180 135 465.638 436.625 412.781 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4413" 75600169 0 2 2 6 1 0.1097 -0.3184 1.1625 0.6303 0.0213 1.1793 1.094 -0.103 -1.8358 -2.0819 180 135 90 394.48 345.982 326.955 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4416" 75600169 0 1 3 4 0 0.4637 -0.8632 0.6725 -1.4927 -1.2227 -0.6853 -1.4547 -1.4542 -0.5778 -0.6576 180 180 90 356.626 308.067 290.682 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4418" 75600169 1 2 2 5 0 -0.4342 0.3241 -0.7823 -0.1586 -0.7888 -0.9779 0.6363 -1.8655 -0.4082 0.2127 180 180 90 408.647 317.853 342.508 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4420" 75600169 1 1 0 4 0 -1.8939 0.5159 -0.7823 0.2289 0.15 -0.4884 -0.0252 -0.3675 -1.2066 1.0346 180 180 135 539.139 474.485 469.196 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4422" 75600169 0 1 0 5 0 -1.8939 1.4903 -0.7823 0.0739 -1.2227 0.1806 0.7088 -0.0323 0.298 1.0346 180 180 90 528.284 489.782 494.22 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4424" 75600169 1 2 2 4 0 -0.687 -0.6659 -0.7823 -0.3267 -0.474 -1.4682 -0.1248 -0.2383 -1.1481 -0.6576 0 225 180 568.167 412.311 495.443 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4425" 75600169 1 2 0 3 0 -1.4869 -0.0879 -0.7823 -0.5449 -1.8598 -1.0118 0.6166 -0.3887 0.7628 -0.6576 270 270 90 514.795 413.93 394.23 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4426" 75600169 1 1 0 6 0 -0.687 -0.6624 -0.7823 0.3343 1.0087 -0.1357 -0.4838 0.3184 1.314 0.2169 45 45 45 524.005 444.26 562.833 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4427" 75600169 0 2 2 6 0 -0.3799 -0.0553 0.7703 0.2597 0.1299 -0.1357 0.3551 1.0314 1.314 -0.6576 180 180 135 544.237 477.106 494.961 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4428" 75600169 1 1 0 5 1 -1.8939 -0.6913 -0.7823 -0.281 -0.1932 -0.6122 0.1569 0.2306 1.314 -0.6576 225 225 90 515.532 468.782 522.375 18 12.4615 -1.4212 -1.4551 0.1795 0.6101 0.9042
"4431" 75600170 1 1 2 4 0 -0.4342 0.4846 0.8615 0.0919 0.495 -0.6122 0.1954 -0.4994 -0.2023 -1.8624 120 480 480 618.538 508.828 556.638 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4433" 75600170 1 1 3 6 0 -0.13 -0.9911 1.2327 0.2085 -0.1052 -0.5492 1.1663 0.844 -0.9734 -0.6576 200 0 0 422.7 373.272 388.943 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4434" 75600170 1 1 2 3 0 -1.8939 -0.1769 -0.7823 -0.8668 -1.8598 -0.6122 -0.3202 -0.8157 -1.0589 1.0346 135 0 0 542.836 516.675 543.821 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4435" 75600170 1 1 2 4 0 -0.687 0.4581 -0.7823 0.3312 0.4081 0.1806 0.6189 -0.3242 0.3485 1.0346 225 225 135 527.926 428.201 403.255 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4437" 75600170 1 1 2 6 0 -0.687 -0.3184 -0.7823 -0.0308 -0.0971 -0.6853 0.3161 0.5791 -1.1481 -0.6576 135 0 0 478.257 440.888 502.43 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4439" 75600170 1 3 2 5 0 -0.6133 0.6818 1.2618 -1.1156 -0.1269 -0.6122 -1.0606 -0.4448 -1.1481 -1.1847 195 0 455 611.11 488.824 472.884 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4442" 75600170 1 1 2 6 0 0.4637 -0.3184 -0.7823 1.5166 1.5465 -1.0527 2.5801 1.0459 -0.2023 -0.6576 45 135 180 475.247 392.841 337.614 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4443" 75600170 1 3 3 6 0 -0.6133 -0.7872 3.8591 0.7137 -0.3819 -1.0118 2.4666 1.2235 1.314 1.0346 45 45 45 504.597 314.797 396.035 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4445" 75600170 1 1 2 1 0 -1.8939 -1.435 -0.7823 -0.1023 -0.7888 -1.2622 0.7153 -1.4389 0.0483 0.2127 0 0 0 420.391 406.563 452.533 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4446" 75600170 1 3 2 5 1 -0.9295 -0.7814 0.8233 -0.2709 0.125 -0.1357 0.1899 -0.497 -0.2023 -2.0819 240 300 180 437.2 374.037 395.548 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4447" 75600170 1 1 2 4 0 -1.8939 -0.5009 -0.7823 -0.5479 -0.5894 -0.1357 0.1836 -0.5552 1.3411 1.0346 90 90 45 467.64 427.685 495.607 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4448" 75600170 1 1 2 6 0 0.4637 0.0348 0.2308 -0.7862 -1.8598 -1.0118 -0.1813 -0.1558 -1.1481 -1.5824 240 0 0 353.038 273.593 350.42 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4449" 75600170 1 1 2 6 0 -0.3799 -0.3184 -0.7823 1.0606 1.0087 1.1793 0.2571 1.4359 -0.5575 1.0346 135 90 0 530.478 489.134 491.855 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4452" 75600170 1 1 2 6 0 -0.2006 -0.6208 0.2907 -0.2708 0.2484 -0.1357 -0.1932 0.3349 -1.0628 -0.6576 90 180 0 492.315 387.434 473.837 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4454" 75600170 1 1 2 5 0 0.4637 0.1685 0.8233 0.8781 0.0213 0.1806 2.4666 -0.0875 -0.7857 -1.58 50 50 50 392.641 409.124 383.697 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4455" 75600170 1 2 2 5 0 -0.687 1.4685 -0.7823 -1.0705 -1.8598 -0.6122 -0.5274 -0.7229 0.3485 -0.6576 90 0 0 494.411 475.315 447.297 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4457" 75600170 1 1 2 5 0 0.4637 -0.4415 -0.7823 -0.6911 -1.8598 -0.6122 0.125 -0.3254 0.1597 -1.0691 225 180 0 426.78 353.752 366.686 13 24.9231 -0.2376 -1.4551 -0.0871 -0.5079 -0.1764
"4475" 75600171 1 2 3 1 0 -0.687 0.3241 0.2907 -0.6632 -1.2227 0.1806 -0.3355 -2.0554 0.039 1.0346 270 450 0 462.154 383.129 438.634 18 19.4368 0.4292 -0.3163 0.3705 -0.3913 -1.0542
"4477" 75600171 0 1 0 6 0 -1.4869 1.4326 -0.7823 0.6512 0.4432 1.1793 0.7343 0.7756 -0.0037 1.0346 45 135 0 473.041 442.605 468.134 18 19.4368 0.4292 -0.3163 0.3705 -0.3913 -1.0542
"4485" 75600171 0 1 0 1 0 -0.4342 0.3241 -0.7823 2.1221 1.6942 0.6763 1.3256 -0.1012 0.039 1.0346 180 180 180 569.158 537.829 567.183 18 19.4368 0.4292 -0.3163 0.3705 -0.3913 -1.0542
"4490" 75600172 1 1 2 5 1 -1.059 0.4152 -0.7823 -0.4569 -1.8598 -0.6122 0.2404 0.0662 -2.7106 -0.6576 225 270 90 426.275 406.736 433.974 13 7.2381 0.4698 -0.3163 -1.1906 -2.0409 0.9042
"4493" 75600172 0 1 2 3 1 -0.1748 1.4903 -0.7823 0.2822 0.2269 0.1806 0.0551 0.0182 -1.415 -0.6439 225 270 135 480.716 470.19 429.12 13 7.2381 0.4698 -0.3163 -1.1906 -2.0409 0.9042
"4495" 75600172 0 1 2 5 1 0.8794 -0.7619 -0.7823 0.3621 0.872 -0.6853 0.5848 0.6243 -0.8266 -2.4468 250 300 150 464.307 478.507 505.383 13 7.2381 0.4698 -0.3163 -1.1906 -2.0409 0.9042
"4499" 75600173 1 1 0 2 0 -1.8939 2.7249 -0.7823 -0.615 -0.1052 1.1793 -0.6799 -0.9642 1.314 1.0346 180 180 135 437.826 443.233 428.624 13 10 0.4399 -0.4314 -1.6103 0.6015 0.9042
"4503" 75600174 0 1 2 2 0 1.4083 -1.3442 2.5101 -0.8187 -1.8598 -0.8243 -0.1059 -1.593 1.314 1.0346 300 300 180 399.537 369.707 447.931 18 11.1228 0.4591 -0.0097 0.1795 -0.5079 -1.0542
"4505" 75600174 0 1 3 1 1 -1.1858 -0.9598 -0.7823 -0.8811 -1.8598 -0.6853 -0.396 -2.3008 1.314 -0.6576 300 300 180 375.55 444.289 417.73 18 11.1228 0.4591 -0.0097 0.1795 -0.5079 -1.0542
"4507" 75600174 0 2 2 3 0 -0.4342 2.7249 -0.7823 -0.3374 0.2678 -0.6853 -0.6947 0.1131 -1.2881 1.0346 225 270 135 349.024 412.992 392.313 18 11.1228 0.4591 -0.0097 0.1795 -0.5079 -1.0542
"4508" 75600174 1 1 2 6 0 -1.8939 -0.1596 -0.7823 0.0895 -1.2227 -0.6853 1.1532 0.9222 -0.5683 -0.6439 270 225 135 494.016 567.063 583.051 18 11.1228 0.4591 -0.0097 0.1795 -0.5079 -1.0542
"4514" 75600175 1 1 2 4 1 -1.8939 0.6818 -0.7823 0.3742 -0.474 -0.5668 0.9271 -0.8077 -0.9734 1.0346 180 180 45 540 503.682 506.187 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4515" 75600175 1 1 2 6 1 -0.0845 -0.7086 1.1625 -0.4968 -1.8598 -0.1357 0.437 -0.535 0.7628 1.0346 270 180 90 289.667 295.198 315.518 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4516" 75600175 1 1 0 6 0 0.052 2.7249 -0.7823 0.8476 0.9524 -0.1357 0.1447 1.2293 -1.1481 1.0346 180 180 90 539.107 514.097 472.676 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4517" 75600175 0 1 0 6 0 0.4637 -0.0845 0.7703 -0.2632 -1.2227 -0.1357 0.1089 0.6625 -1.5447 -1.3939 200 200 400 435.731 459.063 406.239 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4520" 75600175 1 1 0 5 0 -0.13 -0.9463 2.3772 -1.1258 -0.0971 0.031 -1.9371 -0.2986 -0.5683 -1.4902 180 180 180 464.092 535.804 516.673 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4522" 75600175 0 1 0 3 0 1.3423 0.6344 -0.7823 0.3093 0.4432 1.1793 -0.5428 0.0308 1.314 1.0346 225 225 180 504.719 501.621 514.946 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4524" 75600175 1 1 2 6 0 -0.7592 0.6738 -0.7823 0.18 -0.3819 -0.1357 0.3033 -0.2486 -0.2023 1.0346 180 180 270 512.764 407.595 474.888 18 8.5556 -1.4212 -0.7828 -1.4545 -1.2356 -0.1661
"4525" 75600176 1 2 2 4 0 -0.7592 0.265 1.2327 0.7862 0.2975 1.1793 1.0383 -0.1014 1.314 -0.9167 225 45 45 531.016 485.988 494.627 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4526" 75600176 1 1 2 4 0 -1.4869 -0.0199 -0.7823 -0.3306 -1.8107 -0.1357 0.4027 -0.8743 -1.415 -0.6576 90 135 0 615.629 480.644 492.316 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4528" 75600176 1 2 2 2 0 0.7405 0.1768 -0.7823 -0.0622 -1.8107 -0.1357 1.4617 -0.6664 1.314 1.0346 90 135 45 464.397 460.012 443.69 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4530" 75600176 1 1 3 6 0 -0.687 0.2918 0.7703 0.6003 1.5156 -0.1357 -0.186 0.3329 1.314 1.0346 135 45 0 626.026 564.662 593.337 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4533" 75600176 1 1 2 6 0 -0.687 -0.2641 -0.7823 -0.1586 -0.5769 -0.1357 0.1129 0.2114 0.2727 -0.6576 90 135 0 504.189 427.228 398.457 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4534" 75600176 1 3 2 5 0 0.052 0.6347 -0.7823 0.5528 0.5779 -0.1357 0.2147 0.705 0.385 1.0346 90 135 0 544.517 470.336 493.948 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4537" 75600176 1 1 2 5 0 -1.8939 0.6347 -0.7823 0.0485 -0.8414 -0.1357 1.0654 0.5685 1.314 1.0346 135 45 0 575.907 529.058 529.127 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4540" 75600176 1 3 2 3 0 -0.687 -0.4483 -0.7823 0.2827 0.3555 -0.1357 0.0555 -0.5816 -2.7106 -0.6576 45 90 0 664.564 555.255 552 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4541" 75600176 1 1 2 6 0 -0.1558 -0.9063 1.2327 -0.1631 -0.2956 0.0477 -0.4591 0.8281 -1.5103 -1.1891 60 90 0 517.726 458.321 450.934 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4543" 75600176 1 2 2 2 0 -1.2792 1.9816 -0.7823 -0.5545 -0.2956 1.1793 -0.7074 -1.6816 0.0703 1.0346 0 0 135 507.595 528.903 540.884 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4548" 75600176 0 1 2 5 0 0.4637 0.131 -0.7823 -0.0041 -0.208 1.1793 0.2405 0.0256 -0.2023 -0.6576 225 45 0 482.154 448.505 450.979 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4551" 75600176 1 3 2 3 0 1.1422 0.5404 -0.7823 -0.9454 -1.8107 -0.6853 -0.3201 -1.2562 1.314 0.6402 40 120 0 407.022 435.732 389.047 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4552" 75600176 1 2 2 2 0 0.1097 0.7091 -0.7823 -0.4168 -1.8107 -0.1357 -0.0509 -1.3551 -1.7418 -1.3939 90 135 45 460.473 376.004 336.712 18 14.3636 -0.6844 -1.4551 1.418 -0.1791 -1.4581
"4554" 75600177 1 1 2 4 1 1.8905 -0.9385 0.8233 -1.292 -0.031 -1.3904 -1.7524 -1.0111 1.314 1.0346 600 720 240 430.194 493.847 504.402 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4555" 75600177 0 3 2 6 1 1.8905 -0.1079 1.203 0.4092 0.3555 1.1793 0.1864 0.1167 0.481 -1.0624 225 270 135 357.838 397.445 427.312 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4556" 75600177 1 2 2 0 1 -0.3799 0.2256 -0.7823 0.0452 -1.1969 0.0477 0.8764 -2.2021 -0.4082 -0.6576 225 270 90 434.891 396.806 434.869 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4559" 75600177 0 1 2 5 0 1.0109 -0.004 0.2308 -0.0201 -0.8414 -0.6853 0.6768 -0.0414 -1.2443 1.0346 225 270 90 433.504 456.524 425.032 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4561" 75600177 0 1 0 4 1 0.8207 0.0043 0.2907 0.1049 -0.8414 0.0477 0.7021 0.4445 -1.5447 0.2169 225 270 90 438.256 386.881 384.091 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4562" 75600177 0 2 2 6 0 -0.3799 -0.7363 1.7405 -0.4945 -0.2956 -0.6853 -0.4068 0.7252 -1.017 1.0346 225 270 90 416.701 423.737 417.804 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4563" 75600177 0 1 2 6 1 0.4637 -1.1355 2.07 -0.3189 -1.8107 1.1793 0.3197 -0.0512 -0.5575 -0.6576 315 315 270 429.536 362.07 461.246 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4565" 75600177 0 2 2 2 0 -0.9823 0.7984 0.2907 0.1954 -0.4999 0.1806 0.568 -1.2075 1.314 1.0346 225 270 90 543.08 585.314 491.496 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4566" 75600177 0 3 2 4 0 1.8905 -0.4123 0.7703 -0.2985 -0.5354 -0.6853 0.5326 -1.0005 -0.1206 -0.6576 270 315 90 458.846 454.836 434.222 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4570" 75600177 1 2 2 5 0 -0.0845 0.5698 -0.7823 -1.413 -0.7415 -1.0118 -1.0438 -0.9315 0.4394 -1.3889 225 270 90 594.969 529.883 550.592 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4571" 75600177 1 1 2 5 1 0.4637 0.0203 0.2907 0.0166 -0.5354 -1.0118 0.5794 -0.2934 -0.1206 -1.0657 225 270 90 541.611 495.362 526.488 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4573" 75600177 1 3 2 2 1 -1.8939 -0.9054 2.0987 -2.0989 -1.8107 -1.6291 -1.5894 -2.1035 0.0405 -1.6735 270 270 90 435.912 303.249 425.993 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4575" 75600177 0 1 2 5 0 0.4637 -0.357 0.7703 0.2097 0.5779 -0.1357 -0.1614 -0.2448 1.314 1.0346 225 270 90 594.653 545.902 535.865 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4576" 75600177 1 1 2 6 1 -0.687 0.0195 -0.7823 0.5485 0.0423 -0.1357 0.9098 0.2926 0.4522 1.0346 270 270 90 513.42 374.685 440.501 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4577" 75600177 1 1 0 6 0 -0.687 0.4404 0.8233 -0.2746 -1.8107 -0.1357 0.2278 0.786 1.314 1.0346 270 270 90 635.565 509.513 534.328 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4579" 75600177 0 2 2 5 1 1.3423 -0.8002 1.8016 -0.266 -1.1969 0.0477 0.6607 -0.4211 -0.3673 0.2169 600 720 240 467.685 396.194 436.107 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4580" 75600177 0 3 2 2 0 -1.4242 0.0203 -0.7823 -1.4591 -1.8107 0.0477 -1.417 -1.8473 -0.1206 1.0346 225 315 90 535.654 563.758 542.316 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4581" 75600177 1 1 2 5 1 0.8794 -1.556 2.9705 -0.2488 -1.8107 -0.1357 0.481 0.0582 0.2048 0.2169 270 270 90 387.131 501.062 473.225 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4582" 75600177 0 1 2 3 1 0.4637 -0.6095 0.7703 -0.855 -1.8107 0.2646 -0.6257 -0.6705 -0.4082 -0.6576 225 270 90 413.697 451.275 440.135 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4583" 75600177 0 2 2 4 0 0.1097 0.5574 -0.7823 -0.6475 -0.2956 -0.6853 -0.4829 -0.7077 -0.5973 -0.6576 135 180 90 514.67 535.237 436.301 18 13.7647 -1.4212 -1.4551 -3.3785 -2.0409 0.1571
"4585" 75600178 0 1 0 3 0 -1.4869 0.6879 -0.7823 1.5504 1.5465 1.1793 0.5768 0.2224 -0.013 1.0346 270 225 180 640.835 672.571 675.902 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4586" 75600178 0 1 0 5 0 0.3335 0.0348 0.7703 -0.8354 0.0213 -0.6853 -0.767 -0.6234 0.1274 -1.5824 360 0 225 514.849 414.514 411.594 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4589" 75600178 1 1 0 5 0 -1.4242 -0.0373 0.2907 -1.0031 -0.7888 -0.6122 -0.9704 0.1553 -0.2962 -1.0691 225 180 180 604.051 628.418 655.928 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4590" 75600178 0 1 0 5 0 1.1422 0.9423 -0.7823 0.4551 0.4438 -0.6122 0.2618 0.1597 0.3995 -1.0691 300 200 200 515.617 525.357 503.735 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4591" 75600178 1 1 0 5 0 -1.8939 2.7249 -0.7823 0.1675 -0.1052 1.1793 0.7138 0.3705 -1.1053 1.0346 270 225 225 487.146 450.527 477.294 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4593" 75600178 0 1 0 3 0 0.4637 0.052 -0.7823 0.832 1.5465 -0.4884 0.2044 -0.5394 -1.3345 -1.1847 270 225 180 545.966 481.659 497.926 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4595" 75600178 0 1 0 4 0 -1.1858 0.4766 -0.7823 -0.3339 -0.1932 -1.0118 -0.4793 -0.3828 -0.2441 -1.8598 270 180 180 470.178 454.212 493.94 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4597" 75600178 1 1 0 3 0 0.4637 1.4326 0.2907 0.2907 0.6045 1.1793 0.125 -0.3107 -0.7894 1.0346 315 270 225 520.299 573.169 517.768 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4598" 75600178 1 1 0 2 0 1.8905 2.7249 2.5101 0.8814 1.0087 1.1793 0.3488 -0.0547 -2.0248 -1.6775 270 180 90 410.377 428.587 471.806 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4599" 75600178 0 1 0 3 0 0.4637 -0.4509 0.7294 -0.1764 0.1937 -0.1357 -0.3452 0.0252 -0.0037 1.0346 270 225 315 528.568 457.446 432.55 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4601" 75600178 1 1 0 4 1 -1.8939 -0.5187 0.7703 -0.4407 -1.8598 0.1806 0.2773 -0.9692 0.4522 1.0346 270 180 135 432.038 423.907 447.806 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4603" 75600178 0 2 0 5 0 -1.8939 1.1471 -0.7823 1.0964 0.5645 -0.1614 1.432 0.167 1.1327 1.0346 270 270 225 538.724 530.407 542.672 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4605" 75600178 1 1 0 2 1 -1.8939 0.0775 0.2907 0.4435 -0.338 0.0477 1.3192 -0.243 1.314 1.0346 225 225 225 514.416 360.157 401.059 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4606" 75600178 1 1 0 5 0 -1.109 2.7249 1.2618 0.1897 -0.6541 0.0477 0.9801 0.3398 1.314 1.0346 540 135 90 493.651 428.364 507.66 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4607" 75600178 1 1 0 6 0 0.4637 0.6678 -0.7823 0.1454 -0.6541 0.1806 0.9258 0.7793 -1.3345 -0.6576 40 40 40 616.813 479.605 498.977 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4608" 75600178 1 1 0 6 0 -1.8939 -0.4173 2.3772 -0.0395 0.2484 1.1793 -0.2554 -0.3264 -2.1007 -1.9687 270 225 180 510.362 362.002 428.364 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4609" 75600178 0 1 0 3 0 -0.7592 0.9423 0.1462 -0.0882 -0.1052 1.1793 -0.001 0.016 1.314 1.0346 270 225 315 487.628 416.267 465.896 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4610" 75600178 0 1 0 3 0 0.1097 -0.3184 2.07 0.2746 -0.3819 0.1806 0.7857 -0.3018 0.039 1.0346 225 225 270 554.257 534.383 478.305 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
"4611" 75600178 1 1 0 3 0 -0.4342 0.4458 0.2907 1.2565 1.1953 1.1793 0.7684 0.0622 -0.9867 0.6364 270 225 180 503.188 436.571 526.908 18 12.1818 -1.4212 -1.4551 0.2283 0.2266 -1.853
