"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"32086" 72400982 1 1 0 6 0 -0.687 -1.186 0.8615 -0.3793 -1.2379 1.1793 -0.2352 -0.2311 -0.3971 1.0346 0 150 150 120 500.305 519.243 546.675 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32087" 72400982 1 1 0 5 0 0.8794 1.4326 0.2907 -0.3121 -0.431 -0.6122 -0.1803 -0.4348 -0.1931 -1.0657 0 200 200 0 553.981 548.86 564.005 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32088" 72400982 0 1 0 6 0 -0.4342 0.3241 -0.7823 -0.1221 -0.2617 0.0477 -0.0798 0.799 1.314 1.0346 0 220 220 165 458.413 565.191 594.58 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32089" 72400982 0 1 0 6 0 -1.4869 -0.4747 2.4242 -0.3595 0.5143 0.0477 -0.8951 0.286 1.314 1.0346 0 180 180 135 533.627 577.829 532.984 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32091" 72400982 1 1 0 6 1 1.8905 0.3581 0.2907 0.186 0.1802 0.031 0.198 -0.0816 1.314 -0.6576 1 220 220 110 383.402 375.111 411.222 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32093" 72400982 0 1 0 6 0 -1.8939 0.2968 -0.7823 1.8755 0.6251 1.1793 1.5908 1.1844 1.314 1.0346 0 220 220 165 512.074 527.585 572.994 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32094" 72400982 0 1 0 6 0 -0.7592 1.4685 -0.7823 0.0133 0.036 0.1806 -0.397 0.4438 -1.1481 0.5029 0 200 200 150 590.27 611.631 553.313 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32095" 72400982 0 1 0 6 0 1.1911 0.6678 -0.7823 1.3097 1.802 1.1793 0.6645 1.4757 1.314 1.0346 0 275 220 330 603.795 619.338 698.33 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32097" 72400982 0 1 0 5 0 -1.8939 -0.3184 -0.7823 -0.4413 -0.677 0.0477 -0.1729 -0.5643 -0.3971 -0.6576 0 220 220 165 432.901 460.974 470.162 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32098" 72400982 1 2 0 4 0 -1.8939 2.7249 -0.7823 -1.5658 -1.2379 -1.6618 -0.6937 -1.4766 0.6259 1.0346 1 220 275 165 326.348 474.107 539.327 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32099" 72400982 0 1 0 6 0 -0.2459 -0.7746 0.7703 1.4204 1.802 1.1793 0.7826 1.4129 -0.4082 1.0346 0 200 200 300 466.58 597.325 549.709 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32100" 72400982 1 1 0 6 0 1.0671 -0.9165 0.6725 0.5791 0.1986 -0.1357 0.2999 1.0538 0.7015 1.0346 0 220 220 495 631.011 655.1 625.087 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32101" 72400982 1 1 0 6 0 -0.4342 1.1314 -0.7823 -0.1129 -0.0273 1.1793 -0.5512 0.4233 -0.6458 0.2169 0 240 240 180 604.562 629.581 616.073 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32102" 72400982 0 1 0 5 1 -1.8939 -0.0526 -0.7823 -1.3061 -0.1783 -1.956 -0.8371 -0.8497 -1.7949 -2.4468 2 220 220 110 373.128 388.3 387.749 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32103" 72400982 1 1 3 5 1 -5e-04 0.9683 -0.7823 0.8826 1.0094 -0.6853 1.0205 0.3198 -0.4377 1.0346 1 220 220 220 559.337 581.52 591.121 23 10.3151 -0.2692 0.028 0.8035 0.6101 0.9042
"32138" 72400984 0 1 0 2 1 -0.687 -0.4415 0.2907 -0.5343 -0.026 -0.778 -0.6855 -1.6849 1.314 -1.1847 0 200 200 100 331.536 255.149 301.843 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32139" 72400984 0 1 0 1 1 0.4637 0.9423 1.4454 -0.7098 -0.7684 -1.0752 -0.6586 -2.0748 -0.2327 1.0346 2 350 350 200 320.501 412.528 362.639 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32140" 72400984 0 1 0 5 1 -0.687 0.6818 0.7703 -0.7443 -0.8795 -0.6853 -0.4009 -0.7097 -2.7106 0.5029 2 200 200 100 489.635 455.703 441.128 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32141" 72400984 0 3 0 5 0 1.4083 0.6818 0.2907 -0.3072 0.1986 -0.5813 -0.3278 -0.5432 -2.7106 -2.4468 2 220 220 165 448.935 489.031 453.274 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32144" 72400984 1 2 0 5 1 1.8905 2.7249 -0.7823 -0.8359 -0.8404 -1.0752 -0.2786 -0.4494 1.314 0.6364 0 240 240 180 340.7 319.437 391.65 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32145" 72400984 0 2 0 3 0 0.4637 -0.6464 -0.7823 -1.2828 0.0753 -1.7257 -0.8763 -1.2406 -1.1481 -2.0819 2 240 240 120 383.577 477.16 458.712 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32147" 72400984 1 1 0 5 0 1.8905 -1.2605 1.1211 -1.1147 -0.2784 -0.3487 -1.0289 -0.9308 -1.3345 0.6402 0 200 200 0 284.303 420.053 344.432 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32148" 72400984 0 1 0 5 1 0.4637 -0.6659 1.1625 -0.3048 -0.7075 1.1793 -0.4802 -2.4318 1.314 0.2169 0 250 350 50 436.891 392.602 355.014 23 11.7674 -0.3123 0.43 0.8153 0.2364 0.9042
"32150" 72400985 1 1 0 5 1 0.4637 -0.8423 -0.7823 0.3065 0.4541 -0.1357 -0.0263 0.0269 0.6259 0.6364 0 200 200 200 447.754 332.377 353.38 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32151" 72400985 1 1 0 5 0 -0.6133 2.7249 -0.7823 -0.2188 -0.3235 -0.6853 -0.2909 0.3327 1.314 1.0346 0 200 200 150 493.398 508.171 572.041 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32153" 72400985 0 1 0 6 0 0.5949 0.472 -0.7823 -0.6967 -1.2379 0.031 -0.4283 0.4167 1.314 1.0346 1 200 200 200 434.849 433.311 476.908 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32154" 72400985 0 1 0 5 0 0.052 1.4326 -0.7823 0.036 0.4239 -0.6853 -0.6281 0.0431 1.314 1.0346 0 200 200 150 610.211 588.633 649.603 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32159" 72400985 0 1 0 2 1 -0.1748 0.6818 -0.7823 -1.1978 -0.5474 -1.6618 -0.3392 -1.9657 -0.4289 -0.6576 1 260 260 130 289.041 287.955 271.931 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32161" 72400985 1 1 0 6 0 0.4637 0.1108 -0.7823 1.5934 1.802 -0.6122 1.7031 1.483 0.7015 -0.9167 1 200 200 0 430.147 364.775 477.856 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32164" 72400985 0 1 0 4 0 1.8905 -0.5635 0.2907 1.1981 0.6251 1.1793 0.717 0.7873 1.314 -0.6576 0 200 200 300 558.129 635.176 582.084 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32165" 72400985 0 1 0 6 0 -5e-04 0.9517 -0.7823 -0.5054 -1.7521 -0.6853 -0.0695 0.6817 1.314 0.6402 0 200 200 0 519.12 499.887 557.652 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32167" 72400985 1 1 0 6 0 -1.4242 0.2983 0.2308 1.142 1.802 -0.6947 0.7953 1.0733 -0.5088 -0.6576 0 200 200 150 599.97 562.757 619.262 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32169" 72400985 0 1 0 2 0 0.052 0.9423 -0.7823 -0.6654 -0.1635 -0.6853 -0.6778 -1.558 0.6259 -0.6576 0 200 200 300 478.796 510.875 530.317 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32170" 72400985 1 1 0 4 0 -0.687 0.472 -0.7823 -0.3387 -0.3221 -0.9779 -0.0798 -1.0039 1.314 1.0346 1 200 200 300 422.976 468.816 491.638 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32171" 72400985 1 1 0 5 0 0.9606 -0.6843 1.4812 -0.8288 0.2916 -1.3835 -0.8392 -0.2005 1.314 0.6364 0 220 220 165 481.202 420.495 397.578 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32173" 72400985 1 1 0 6 0 1.8905 0.4666 -0.7823 -0.2107 -0.431 -0.1357 -0.3535 0.3015 1.314 -1.3964 0 300 400 200 450.939 468.657 451.687 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32175" 72400985 0 1 0 6 1 -0.687 0.0544 -0.7823 -0.2797 -0.026 -1.0118 0.1683 -0.2997 1.314 1.0346 0 200 200 150 359.627 378.299 371.603 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32179" 72400985 0 1 0 6 0 1.1422 -0.8273 0.2907 0.6082 0.7064 -0.1357 0.4229 1.128 -1.1053 -1.1847 0 200 200 0 595.86 590.725 667.665 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32180" 72400985 1 3 3 6 0 -1.8939 -0.4509 -0.7823 -0.7293 -0.5377 -0.6012 -0.4743 -0.6334 -0.3971 0.2127 2 200 200 150 418.847 333.144 387.363 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32181" 72400985 1 1 0 5 0 -1.8939 2.7249 -0.7823 -0.8944 -1.7521 -0.6853 -0.2737 -0.0406 0.3995 1.0346 0 220 220 165 486.063 401.852 477.99 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32182" 72400985 0 1 0 5 0 -0.3009 -0.6202 1.1625 0.3261 0.7064 -0.1357 -0.0658 0.2882 1.314 0.6402 0 200 200 300 619.352 594.742 619.715 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32183" 72400985 0 1 0 5 0 0.4637 1.4903 -0.7823 -0.3394 -0.5491 -0.1357 0.0085 -0.3594 1.314 -1.58 2 200 200 150 445.543 471.569 439.223 53 16.0839 0.8006 1.2579 1.0522 0.8378 -1.585
"32189" 72400986 0 1 0 6 0 1.8905 2.7249 -0.7823 0.777 1.802 -0.6853 0.3024 1.1027 0.7628 1.0346 0 220 220 165 579.242 634.581 588.215 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32192" 72400986 1 1 0 6 0 -0.687 -0.3184 0.1462 1.1556 0.5859 -1.0118 1.4915 1.3465 0.7628 1.0346 0 220 220 220 580.037 569.43 603.143 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32194" 72400986 0 1 0 2 0 0.2734 0.6818 -0.7823 -0.7143 -0.2825 -1.0118 -0.5058 -1.3297 1.314 0.2169 0 200 200 0 450.238 513.149 509.776 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32196" 72400986 1 1 0 2 0 -0.0845 -2.4306 -0.7823 0.1488 0.5143 1.1793 -0.391 -0.3677 1.314 1.0346 0 220 220 165 469.48 521.506 573.364 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32197" 72400986 0 1 0 3 0 -1.8939 -1.0526 0.1462 1.0665 1.0094 -0.7343 1.3534 0.0135 -0.3673 -1.5824 0 180 180 135 491.957 611.716 581.883 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32198" 72400986 0 1 0 3 0 0.9109 -1.1198 1.4721 0.1223 0.7064 0.7604 -0.2761 -0.9143 1.314 1.0346 0 200 200 0 481.252 484.568 455.641 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32203" 72400986 0 1 0 6 0 -0.13 1.4903 -0.7823 0.5014 -0.0851 -0.6853 0.8521 0.7534 0.7628 0.2169 0 220 220 330 565.69 665.623 615.027 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32206" 72400986 0 1 0 4 0 0.2201 0.1634 -0.7823 -0.385 -1.7521 -0.6853 0.1127 -0.1127 -0.5973 1.0346 0 200 200 150 469.502 482.535 496.483 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32208" 72400986 1 1 0 6 0 0.052 0.3241 0.1462 0.5407 -0.0273 -0.6853 1.4915 0.3236 -0.3971 -1.1847 0 300 300 850 562.628 528.509 605.014 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32209" 72400986 1 1 0 6 0 -0.4342 0.9517 -0.7823 -0.2823 -0.1838 -0.6853 -0.1665 0.4589 0.7015 0.5029 0 220 220 330 603.076 608.33 569.072 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32210" 72400986 0 1 0 6 1 0.176 -0.7268 1.1625 -0.6737 -0.5474 -0.5668 -0.2386 0.3752 -0.6965 -1.58 2 120 360 600 216.345 351.065 467.455 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32214" 72400986 1 1 0 3 0 -0.2006 0.0348 0.8233 -0.4386 -0.4295 -1.0118 -0.0741 -0.8022 0.0405 -0.6576 0 220 220 165 475.868 468.971 384.174 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32216" 72400986 1 2 0 4 1 -0.1748 2.7249 -0.7823 -0.2819 -0.7684 0.0477 0.1719 -0.069 -1.1608 0.3622 0 220 220 165 359.327 445.015 451.131 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32218" 72400986 1 1 0 5 0 -0.1748 2.7249 -0.7823 -0.051 0.7064 -0.4903 -0.3668 0.5207 1.314 1.0346 0 240 240 180 417.406 450.751 475.324 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32221" 72400986 0 1 0 0 0 -0.13 0.3018 -0.7823 -1.569 -1.7521 -0.6947 -1.2197 -2.9984 -0.7857 -1.5824 1 220 220 165 563.867 503.892 479.978 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32223" 72400986 1 1 0 5 1 -1.8939 0.6818 0.2308 0.4803 0.7064 -0.1357 0.1863 -0.1729 0.481 -1.3914 0 220 165 220 429.742 572.458 510.581 23 12.4308 0.4292 0.8371 0.4651 0.2785 0.9042
"32225" 72400987 0 1 0 6 0 0.052 0.6818 -0.7823 0.2977 0.1986 1.1793 0.2618 0.9347 -1.415 1.0346 1 200 200 150 510.036 546.229 514.496 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32226" 72400987 0 1 0 6 0 -0.4342 0.6818 -0.7823 -0.3261 -0.383 1.1793 -0.6822 0.1246 -0.8566 1.0346 0 200 200 300 555.391 467.85 498.848 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32227" 72400987 0 1 0 5 0 0.1097 -0.3184 -0.7823 -0.6855 0.3171 -0.6853 -1.0293 -0.7831 -2.1621 0.2127 0 220 220 220 542.766 535.505 518.004 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32228" 72400987 1 1 0 6 0 -0.687 1.4872 -0.7823 0.0108 -0.8795 -0.1357 0.4328 0.9468 -0.2023 0.5029 1 200 200 300 523.451 492.797 490.414 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32229" 72400987 0 1 0 5 0 -0.7592 0.9423 0.2907 -0.7387 -0.5491 -0.1357 -0.8133 -0.8778 -0.7857 -0.6439 0 200 200 300 495.454 452.463 467.043 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32230" 72400987 0 3 0 6 0 1.0671 -0.8282 0.8233 0.1363 0.1344 0.0477 0.0686 0.2752 -0.0037 1.0346 2 200 200 150 361.998 507.046 448.079 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32231" 72400987 1 1 0 2 0 -0.4342 0.6818 -0.7823 0.3097 0.7064 1.1793 -0.4127 -1.1627 -0.4377 0.2169 0 200 200 300 713.482 644.66 641.28 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32232" 72400987 0 1 0 2 0 0.4637 -0.8428 -0.7823 0.1789 0.7064 -1.0118 -0.0798 -1.3838 -2.1007 -0.6576 1 200 200 0 581.702 494.215 548.681 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32233" 72400987 0 1 0 6 0 -0.6133 0.5223 0.2907 -0.4614 -0.5491 0.031 -0.4391 -0.4398 0.6259 0.3622 1 60 45 60 352.409 338.483 440.75 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32234" 72400987 0 1 0 6 0 0.4637 1.4685 -0.7823 0.8381 1.0094 1.1793 -0.1252 1.2253 -0.0771 1.0346 1 200 200 150 588.19 326.267 440.064 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32235" 72400987 0 1 0 5 0 -0.687 -0.0358 -0.7823 0.2225 0.7064 -0.1357 -0.2031 -0.1024 0.3995 1.0346 1 200 200 300 626.496 555.25 552.59 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32236" 72400987 1 1 0 5 0 -1.8939 1.4326 -0.7823 0.0491 -0.1838 -0.6853 0.2618 -0.195 -0.8692 1.0346 1 200 200 150 542.611 489.309 489.317 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32238" 72400987 0 1 0 6 0 -0.4342 -0.0939 -0.7823 -0.6001 -0.2839 -0.6122 -0.5617 0.0798 -2.1621 1.0346 0 220 220 0 526.497 487.127 499.576 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32239" 72400987 0 1 0 5 0 1.8905 2.7249 -0.7823 1.5337 0.6251 1.1793 0.7497 0.1938 0.1597 1.0346 0 200 200 300 625.498 570.387 530.417 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32240" 72400987 1 3 0 1 1 0.4637 2.7249 -0.7823 -0.3726 -0.1838 0.0477 -0.2671 -1.9335 -0.6675 -0.6576 2 250 250 250 391.345 442.925 423.647 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32241" 72400987 0 3 3 5 1 1.0671 0.4909 1.1928 -2.3235 -1.7521 -1.935 -1.6055 -1.4051 1.314 1.0346 2 385 220 385 361.168 413.889 365.376 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32243" 72400987 1 1 0 5 0 -1.8939 2.7249 -0.7823 -0.0847 0.1344 0.0477 -0.4667 0.1143 0.1155 -0.6576 0 200 200 200 661.717 565.87 612.55 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32244" 72400987 1 1 0 5 0 0.1097 0.0464 -0.7823 0.0247 -0.0689 -0.6853 0.2313 -0.0377 -2.7106 -0.6576 0 200 200 300 570.385 401.243 466.232 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32245" 72400987 0 1 0 5 0 -0.4342 1.4326 -0.7823 -0.6409 -0.9597 -0.1357 -0.4283 -0.7968 -0.3971 0.2127 0 200 200 150 632.098 538.569 529.316 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32246" 72400987 1 1 0 5 1 -0.687 0.4666 -0.7823 -2.1069 -0.677 -1.3835 -1.9581 -1.0882 1.314 1.0346 0 220 220 165 649.487 504.802 521.503 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32248" 72400987 0 1 0 5 0 -0.3799 1.4326 -0.7823 1.9574 1.0094 1.1793 1.1086 0.3692 -0.5161 -0.6576 1 200 200 150 476.186 427.714 435.609 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32249" 72400987 1 1 0 5 0 -0.687 -0.3184 -0.7823 0.8873 0.4541 1.1793 0.6384 0.0206 1.314 1.0346 0 200 200 300 495.543 439.036 420.881 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32250" 72400987 0 1 0 5 0 0.2734 -1.5698 -0.7823 0.9519 1.802 -1.0118 1.4135 -0.1624 -0.9828 0.5029 0 200 200 300 623.915 586.097 630.705 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32251" 72400987 1 1 0 2 0 -0.687 -1.2734 0.2907 -0.7482 -0.2839 1.1793 -1.115 -1.6272 1.314 0.2169 0 200 200 300 538.667 470.942 423.428 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32252" 72400987 1 1 0 6 0 -0.9295 1.4326 -0.7823 1.0221 0.3171 -0.4903 1.3879 0.5047 1.314 1.0346 0 220 220 0 546.056 499.903 520.961 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32253" 72400987 0 1 0 6 0 -0.7592 0.9517 -0.7823 2.5197 1.802 1.1793 1.4374 1.457 -1.1965 1.0346 1 200 200 300 690.392 664.879 531.92 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32254" 72400987 0 1 0 6 0 -0.687 2.7249 -0.7823 0.815 0.4541 -0.6853 0.9278 1.2664 -2.7106 -2.4468 1 240 240 180 616.064 514.802 516.173 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32255" 72400987 0 1 0 5 0 1.4083 -0.1843 -0.7823 -0.2522 -0.5491 1.1793 -0.1547 -0.672 -1.1481 -1.3914 0 200 200 0 598.589 591.516 499.542 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32256" 72400987 0 1 0 6 0 0.4637 2.7249 -0.7823 1.2828 0.4541 -0.1357 1.164 0.9336 -1.1846 0.2127 2 200 200 300 564.615 504.018 462.131 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32257" 72400987 1 1 0 6 0 -0.687 1.1314 -0.7823 -0.6384 0.0347 -1.6618 -0.4333 -0.4417 -1.5447 0.3622 0 220 220 165 566.283 595.22 480.848 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32258" 72400987 1 1 0 6 0 0.8794 0.6757 -0.7823 0.8538 0.5143 1.1793 0.4881 0.0366 -0.8923 1.0346 0 240 240 180 584.997 491.177 501.344 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32259" 72400987 0 1 0 6 0 1.3423 1.4685 -0.7823 0.9011 0.7064 0.0477 0.8521 0.772 -1.415 -0.6576 1 200 200 200 514.601 516.882 473.989 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32261" 72400987 0 1 0 3 0 -0.687 -0.5635 -0.7823 0.0826 -0.1635 0.0477 0.119 -0.5816 -1.1481 -0.6576 0 200 200 300 651.311 602.938 591.47 18 8.0615 0.5886 0.661 -1.0762 -0.0027 0.9042
"32305" 72400990 0 1 0 6 0 0.855 2.7249 -0.7823 0.7546 1.0094 1.1793 -0.0996 1.1311 -1.4486 1.0346 0 220 220 0 499.979 589.128 545.343 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32307" 72400990 1 1 0 2 0 0.4637 1.4685 -0.7823 -0.2612 1.802 -0.6853 -1.0303 -1.295 0.4394 -1.3914 0 220 220 385 549.504 582.816 630.235 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32308" 72400990 1 1 0 3 0 0.4637 -0.3184 -0.7823 0.1541 1.0094 1.1793 -0.5179 -0.9126 0.6259 1.0346 1 220 220 165 446.147 460.351 472.597 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32310" 72400990 1 1 0 6 0 0.052 0.1554 -0.7823 0.4505 1.802 -0.6853 -0.0649 0.0221 0.1597 0.2169 0 220 220 165 361.497 469.932 484.483 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32312" 72400990 0 1 0 6 0 -0.7592 2.7249 -0.7823 2.1595 1.802 1.1793 1.7031 1.7645 -0.3971 1.0346 0 220 220 330 591.167 595.491 553.544 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32313" 72400990 1 1 0 4 1 -0.0288 0.3241 0.2907 -0.2938 0.5143 1.1793 -1.0488 -1.0903 0.7015 0.6364 0 385 385 385 359.303 289.736 393.188 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32315" 72400990 0 1 0 6 0 -1.8939 0.9423 -0.7823 0.7226 1.0094 -0.1357 0.124 0.7769 -0.2744 1.0346 0 220 220 0 441.205 532.353 491.909 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32316" 72400990 1 1 0 6 0 1.8905 0.6818 0.2308 0.8157 0.6212 1.1793 0.2714 1.3322 -2.5035 1.0346 0 220 220 0 590.008 576.661 481.14 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32317" 72400990 0 1 0 6 0 0.052 1.4685 -0.7823 -0.0068 -1.2379 -0.1357 0.7249 0.8477 -1.1481 -0.6576 0 220 220 330 558.595 438.084 544.309 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32318" 72400990 0 1 0 6 0 0.4637 0.3241 -0.7823 0.663 1.0094 1.1793 -0.0616 1.2021 0.039 -0.0017 0 200 200 0 487.5 545.12 505.201 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32319" 72400990 0 1 0 6 0 -0.9598 0.3241 -0.7823 0.7655 1.0094 -0.1357 0.2999 1.3276 -2.7106 1.0346 0 220 220 0 516.554 547.603 471.893 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32321" 72400990 1 1 0 6 0 -0.4342 0.6818 -0.7823 1.5414 1.0094 1.1793 0.8273 1.2046 -0.3971 0.5029 0 220 220 330 650.285 667.294 638.514 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32323" 72400990 0 1 0 5 0 -0.687 -0.445 0.2907 -0.5934 -0.0273 -0.1357 -0.7756 -0.4477 0.2384 0.2127 0 220 220 165 582.372 520.426 596.243 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32324" 72400990 1 1 0 5 1 -1.2792 -3.2367 -0.7823 -0.3898 -0.383 -1.0118 0.124 0.0129 0.2048 1.0346 0 220 220 110 493.439 464.703 435.926 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32325" 72400990 1 1 0 3 0 0.7405 -0.8512 2.0987 0.0598 -0.0273 -1.0118 0.2618 -0.4084 -1.7059 -1.3914 0 220 220 165 576.514 515.352 559.29 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32326" 72400990 1 1 0 6 0 1.1911 -0.3184 1.7669 1.0508 0.4541 -0.1357 0.7683 1.3153 -0.9112 -1.7671 0 220 220 165 605.282 561.011 570.865 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32327" 72400990 0 1 0 6 0 0.8207 -0.5665 0.7703 1.5598 1.802 1.1793 0.4803 1.1312 -0.6262 1.0346 0 220 220 330 508.078 586.926 520.791 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
"32331" 72400990 0 1 0 6 0 0.4637 0.3441 -0.7823 1.0791 1.802 1.1793 0.5497 1.2465 -2.1621 -0.6576 0 220 220 330 551.144 454.402 534.344 23 9.8182 -0.4447 -0.5869 -0.335 -1.2356 0.9042
